TrafficType_15,Month_Nov,Administrative_Duration_mm_yj_stdev,VisitorType_New_Visitor,Informational_mm_yj_stdev,TrafficType_2,TrafficType_3,ProductRelated_mm_yj_stdev,PageValues_mm_yj_stdev,Month_May,TrafficType_13,OperatingSystems_3,TrafficType_1,add_exit_bounce_rates_mm_yj_stdev,Month_Mar,TrafficType_18,TrafficType_8,SpecialDay_0.8,Month_Feb,TrafficType_12,Browser_12,Revenue
0,0,-0.0,0,-0.0,0,1,0.0027612892690997066,-0.0,0,0,1,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.0040868317332891325,-0.0,0,0,1,0,0.06228837251639441,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0027612892690997066,-0.0,0,0,0,0,0.11725233831074348,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.001399362809111623,-0.0,0,0,0,1,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0066328200065896405,-0.0,0,0,0,0,0.07088772534619812,0,0,0,0,1,0,0,0
0,0,0.014260640261273506,0,-0.0,0,1,0.03048351869335703,-0.0,0,0,0,0,0.027631851916858824,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.005377011547709563,-0.0,0,0,0,0,0.13368160904421447,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.005377011547709563,-0.0,0,0,0,0,0.08207883622030704,0,0,0,0,1,0,0,0
0,0,0.0017164123685869238,0,0.019144830429749536,0,0,0.037179388529192794,0.01799712223729958,0,0,1,1,0.11449244433341538,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0027612892690997066,-0.0,0,0,0,0,0.11725233831074348,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.0040868317332891325,-0.0,0,0,0,0,0.09703601802715132,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.010203498628435228,-0.0,0,0,0,1,0.050031899133798574,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.012428997700903928,-0.0,0,0,0,1,0.12526830584883109,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.01653821391165892,-0.0,0,0,0,1,0.07428157571404191,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.03996134695777183,-0.0,0,0,0,1,0.065504069673306,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.010203498628435228,-0.0,0,0,1,0,0.10718615167131537,0,0,0,0,1,0,0,0
0,0,0.0048720272658599895,0,-0.0,0,0,0.0066328200065896405,-0.0,0,0,0,0,0.05550554168759962,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.009045143294535585,-0.0,0,0,0,0,0.11725233831074348,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.011331165321428374,-0.0,0,0,0,0,0.045528007824649594,0,0,0,0,1,0,0,0
0,0,0.002538962448286605,0,-0.0,0,0,0.03760777092165384,-0.0,0,0,0,0,0.004412113419390346,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.0040868317332891325,-0.0,0,0,0,0,0.09703601802715132,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.01749884323126877,-0.0,0,0,0,0,0.01566569875586914,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0027612892690997066,-0.0,0,0,1,0,0.08207883622030704,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.005377011547709563,-0.0,0,0,0,0,0.08207883622030704,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.02355502477066689,-0.0,0,0,0,0,0.020896683386408484,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.01653821391165892,-0.0,0,0,0,0,0.10263231915307802,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0040868317332891325,-0.0,0,0,1,0,0.1419133089971277,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.013497825164891194,-0.0,0,0,1,0,0.008786759479103628,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.014538452942853967,-0.0,0,0,1,0,0.06742469103934132,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.0027612892690997066,-0.0,0,0,0,0,0.11725233831074348,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.005377011547709563,-0.0,0,0,0,0,0.1031228314633188,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.005377011547709563,-0.0,0,0,1,0,0.1031228314633188,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,1,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,0.012819432892758201,0,0.022362315379398673,0,0,0.032787456896138906,0.01702224325463628,0,0,0,1,0.03221044650456471,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.005377011547709563,-0.0,0,0,0,0,0.08207883622030704,0,0,0,0,1,0,0,0
0,0,0.0043704584943183925,0,-0.0,0,0,0.018434266481444233,-0.0,0,0,0,1,0.09007019410662816,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.00785521927712391,-0.0,0,0,0,0,0.03581860617104593,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.010203498628435228,-0.0,0,0,0,0,0.137777211720751,0,0,0,0,1,0,0,0
0,0,0.029456207091139705,0,-0.0,1,0,0.035826572165017535,0.017937644699105932,0,0,0,0,0.055646829329647825,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.01653821391165892,-0.0,0,0,0,0,0.016711838360742078,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,0.017627546266705384,0,-0.0,0,0,0.027245473744133948,0.017410735370745167,0,0,0,1,0.028152350503282363,0,0,0,1,1,0,0,1
0,0,0.010606363480221067,0,-0.0,0,1,0.048883018688925424,-0.0,0,0,0,0,0.03672720585227124,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.001399362809111623,-0.0,0,0,0,1,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.02023225459975283,-0.0,0,0,0,0,0.01728904602185845,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,1,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.02193750068756253,-0.0,0,0,0,1,0.10479646639580072,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0027612892690997066,-0.0,0,0,0,0,0.11725233831074348,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.010203498628435228,-0.0,0,0,0,0,0.02786801252399145,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0040868317332891325,-0.0,0,0,0,0,0.09703601802715132,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.018434266481444233,-0.0,0,0,0,1,0.050031899133798574,0,0,0,0,1,0,0,0
0,0,0.03222491746778965,0,-0.0,1,0,0.032787456896138906,0.014809896741133019,0,0,0,0,0.0397340558650583,0,0,0,0,1,0,0,1
0,0,-0.0,0,-0.0,0,1,0.0027612892690997066,-0.0,0,0,1,0,0.08207883622030704,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.009045143294535585,-0.0,0,0,0,0,0.05550554168759962,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.005377011547709563,-0.0,0,0,0,0,0.03581860617104593,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.00785521927712391,-0.0,0,0,0,0,0.041760331816312245,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.014538452942853967,-0.0,0,0,1,1,0.1031228314633188,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.001399362809111623,-0.0,0,0,0,1,0.15099893790213584,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.009045143294535585,-0.0,0,0,0,1,0.13198758804302735,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0040868317332891325,-0.0,0,0,0,0,0.09703601802715132,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.009045143294535585,-0.0,0,0,0,0,0.0844763172183382,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.021096149774362784,-0.0,0,0,0,0,0.01834494555735276,0,0,0,0,1,0,0,0
0,0,0.008987691596866855,0,-0.0,0,1,0.01749884323126877,-0.0,0,0,0,0,0.026401098019181144,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0027612892690997066,-0.0,0,0,0,0,0.11725233831074348,0,0,0,0,1,0,0,0
0,0,-0.0,1,-0.0,0,0,0.015551662832249099,-0.0,0,0,0,0,0.03343618187324389,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.027245473744133948,-0.0,0,0,0,0,0.05706217710978517,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0027612892690997066,-0.0,0,0,0,0,0.11725233831074348,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.00785521927712391,-0.0,0,0,0,0,0.12409097696629692,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.005377011547709563,-0.0,0,0,0,0,0.050031899133798574,0,0,0,0,1,0,0,0
0,0,-0.0,0,0.019144830429749536,0,0,0.009045143294535585,-0.0,0,0,0,0,0.12493773751804803,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.018434266481444233,-0.0,0,0,1,0,0.06562992843549523,0,0,0,0,1,0,0,0
0,0,0.004954711685851747,0,-0.0,1,0,0.03385307890544632,-0.0,0,0,0,0,0.02059344411223804,0,0,0,0,1,0,0,0
0,0,0.013671273749024087,0,-0.0,0,0,0.021096149774362784,0.016705843868666158,0,0,0,0,0.053115457412234134,0,0,0,0,1,0,0,1
0,0,-0.0,0,-0.0,1,0,0.00785521927712391,-0.0,0,0,0,0,0.06228837251639441,0,0,0,0,1,0,0,0
0,0,0.007912989863062185,0,0.019144830429749536,0,1,0.032787456896138906,-0.0,0,0,0,0,0.02985153744929387,0,0,0,1,1,0,0,0
0,0,0.01325028433168282,0,-0.0,0,0,0.019345178640126953,-0.0,0,0,0,0,0.04956549749586389,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.0027612892690997066,-0.0,0,0,0,0,0.14872391936694584,0,0,0,0,1,0,0,0
0,0,-0.0,0,0.019144830429749536,0,1,0.011331165321428374,-0.0,0,0,0,0,0.12475209986404381,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.014538452942853967,-0.0,0,0,0,0,0.12409097696629692,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0027612892690997066,-0.0,0,0,1,0,0.12409097696629692,0,0,0,1,1,0,0,0
0,0,0.03035839690905388,0,0.02305316701345941,0,1,0.052442989952475996,-0.0,0,0,0,0,0.03961494069395777,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.005377011547709563,-0.0,0,0,0,0,0.03581860617104593,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.005377011547709563,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,1,1,0,0,0
0,0,0.005847401407135244,0,-0.0,0,0,0.025827117592915245,-0.0,0,0,0,1,0.060445833851961554,0,0,0,0,1,0,0,0
0,0,-0.0,0,0.019144830429749536,0,1,0.029238692137671034,-0.0,0,0,0,0,0.08039947790022453,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.014538452942853967,-0.0,0,0,0,0,0.013188406212525452,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.022756925541956272,-0.0,0,0,1,0,0.028781543674941918,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.013497825164891194,-0.0,0,0,0,1,0.07722660610353888,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.010203498628435228,-0.0,0,0,0,0,0.1031228314633188,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.00785521927712391,-0.0,0,0,0,0,0.12199648534912963,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.00785521927712391,-0.0,0,0,0,1,0.06228837251639441,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.005377011547709563,-0.0,0,0,0,0,0.08207883622030704,0,0,0,0,1,0,0,0
0,0,-0.0,0,0.022362315379398673,0,1,0.01653821391165892,-0.0,0,0,0,0,0.06369835311558811,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0040868317332891325,-0.0,0,0,0,0,0.09703601802715132,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.013497825164891194,-0.0,0,0,0,1,0.13311317571431142,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.011331165321428374,-0.0,0,0,0,0,0.07178361236651751,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.012428997700903928,-0.0,0,0,0,0,0.08207883622030704,0,0,0,0,1,0,0,0
0,0,0.03161700617004302,0,-0.0,0,1,0.03959353518257105,-0.0,0,0,0,0,0.0175928466154314,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.0040868317332891325,-0.0,0,0,0,1,0.14872391936694584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.0027612892690997066,-0.0,0,0,0,0,0.11725233831074348,0,0,0,0,1,0,0,0
0,0,0.00536428215285024,0,-0.0,0,0,0.018434266481444233,-0.0,0,0,0,0,0.045528007824649594,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,1,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.00785521927712391,-0.0,0,0,0,0,0.025080462902994403,0,0,0,1,1,0,0,0
0,0,0.020392860282894606,0,-0.0,0,1,0.02654558160897617,-0.0,0,0,0,0,0.039163648312716695,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.00785521927712391,-0.0,0,0,1,0,0.06228837251639441,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.011331165321428374,-0.0,0,0,0,0,0.08395176568121518,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.0040868317332891325,-0.0,0,0,0,0,0.09703601802715132,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.0027612892690997066,-0.0,0,0,0,0,0.1419133089971277,0,0,0,0,1,0,0,0
0,0,0.01953833124912047,0,-0.0,0,1,0.01653821391165892,-0.0,0,0,0,0,0.03830858470783815,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.011331165321428374,-0.0,0,0,0,0,0.026575989072727495,0,0,0,0,1,0,0,0
0,0,0.005119307721009868,0,-0.0,0,1,0.010203498628435228,-0.0,0,0,0,0,0.01728904602185845,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,0.019144830429749536,0,0,0.012428997700903928,-0.0,0,0,0,0,0.020896683386408484,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0040868317332891325,-0.0,0,0,0,0,0.12944996135007525,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.0040868317332891325,-0.0,0,0,0,1,0.06228837251639441,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.005377011547709563,-0.0,0,0,0,0,0.08207883622030704,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.02792729846476261,-0.0,0,0,0,0,0.06777850186951721,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.013497825164891194,-0.0,0,0,0,1,0.05355501602667994,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.02193750068756253,-0.0,0,0,0,1,0.06541164204033036,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.005377011547709563,-0.0,0,0,0,1,0.14628510669289435,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.021096149774362784,-0.0,0,0,0,0,0.05208887213884532,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.011331165321428374,-0.0,0,0,0,1,0.052629344349498,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.022756925541956272,-0.0,0,0,1,1,0.10841271255867355,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.001399362809111623,-0.0,0,0,1,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.00785521927712391,-0.0,0,0,0,0,0.06228837251639441,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,1,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.024332381571525334,-0.0,0,0,0,0,0.05395439960575699,0,0,0,0,1,0,0,0
0,0,0.013164910550530519,0,0.022362315379398673,0,0,0.029869199902359585,-0.0,0,0,0,1,0.10023634568596637,0,0,0,0,1,0,0,0
0,0,0.002673813288488452,0,-0.0,1,0,0.024332381571525334,-0.0,0,0,0,0,0.05417326828310852,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.00785521927712391,-0.0,0,0,0,0,0.03581860617104593,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.024332381571525334,-0.0,0,0,0,0,0.042260330188471196,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.014538452942853967,-0.0,0,0,0,0,0.06228837251639441,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0066328200065896405,-0.0,0,0,0,0,0.07088772534619812,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0066328200065896405,-0.0,0,0,0,0,0.1464940793442309,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.013497825164891194,-0.0,0,0,0,1,0.10753608727721518,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.02193750068756253,-0.0,0,0,1,0,0.03175964271672036,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.01749884323126877,-0.0,0,0,0,0,0.04030822908777959,0,0,0,1,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.019345178640126953,-0.0,0,0,0,0,0.0760967421984126,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0040868317332891325,-0.0,0,0,0,0,0.13704710794604347,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,1,1,0,0,0
0,0,0.010073485389643965,0,-0.0,0,0,0.025089562424500764,-0.0,0,0,0,1,0.019860851521652404,0,0,0,0,1,0,0,0
0,0,0.017518820233350062,0,-0.0,0,1,0.012428997700903928,-0.0,0,0,0,0,0.03343618187324389,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.009045143294535585,-0.0,0,0,0,0,0.031349444241126775,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.022756925541956272,-0.0,0,0,0,0,0.0895428192320144,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,1,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.00785521927712391,-0.0,0,0,0,0,0.09703601724667632,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,1,0,0.019345178640126953,-0.0,0,0,1,0,0.026401098019181144,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.001399362809111623,-0.0,0,0,0,0,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,0,0.001399362809111623,-0.0,0,0,0,1,0.15099893790213584,0,0,0,0,1,0,0,0
0,0,-0.0,0,-0.0,0,1,0.010203498628435228,-0.0,0,0,1,0,0.06228837251639441,0,0,0,1,1,0,0,0
0,0,-0.0,0,0.023082201422270302,0,0,0.0066328200065896405,-0.0,0,0,0,0,0.03447283504118876,1,0,1,0,0,0,0,0
0,0,-0.0,0,-0.0,0,0,0.02193750068756253,0.012662347811398054,0,0,0,1,0.06886294339289753,1,0,0,0,0,0,0,0
0,0,0.002538962448286605,0,-0.0,1,0,0.03921629025119657,-0.0,0,0,0,0,0.01494238672732126,1,0,0,0,0,0,0,0
0,0,0.02977265890176732,0,0.022362315379398673,1,0,0.04967757583342181,-0.0,0,0,1,0,0.03359695356017115,1,0,0,0,0,0,0,0
0,0,0.020392860282894606,0,0.019144830429749536,1,0,0.038829357256454616,0.004140275368193243,0,0,0,0,0.04297854843310743,1,0,0,0,0,0,0,1
0,0,0.011182965043974698,0,0.019144830429749536,0,0,0.04474638122382869,0.017983149267002337,0,0,0,1,0.04822778649859948,1,0,0,0,0,0,0,0
0,0,-0.0,0,-0.0,0,1,0.0027612892690997066,-0.0,0,0,0,0,0.15099893790213584,1,0,0,0,0,0,0,0
0,0,0.03223301477315245,0,0.02307585300956457,1,0,0.025089562424500764,-0.0,0,0,0,0,0.12912192770804007,1,0,0,0,0,0,0,0
0,0,0.012108960282281209,0,-0.0,0,0,0.011331165321428374,-0.0,0,0,0,1,0.041760331816312245,1,0,0,0,0,0,0,0
0,0,-0.0,0,-0.0,0,0,0.0040868317332891325,-0.0,0,0,0,1,0.09703601802715132,1,0,0,0,0,0,0,0
0,0,-0.0,0,-0.0,1,0,0.02355502477066689,-0.0,0,0,0,0,0.09710354423796357,1,0,0,0,0,0,0,0
0,0,-0.0,0,-0.0,0,1,0.04991805708782838,-0.0,0,0,0,0,0.027342252012261883,1,0,0,0,0,0,0,0
0,0,0.012819432892758201,1,0.019144830429749536,1,0,0.04449999796242484,0.0170071764255645,0,0,0,0,0.01373130989584762,1,0,0,0,0,0,0,1
0,0,0.020544728679224914,0,-0.0,1,0,0.015551662832249099,-0.0,0,0,0,0,0.10276245740785894,1,0,0,0,0,0,0,0
