Q4,VisitorType_New_Visitor,Q3,TrafficType_2,TrafficType_8,TrafficType_3,PageValues_iqr_yj_zscore,Q1,TrafficType_13,ExitRates_iqr_yj_zscore,OperatingSystems_3,Administrative_Duration_iqr_yj_zscore,TrafficType_1,SpecialDay_0.8,Month_Feb,Browser_6,SpecialDay_0.4,TrafficType_20,Informational_Duration_pp_iqr_yj_zscore,Browser_12,OperatingSystems_7,TrafficType_16,Revenue
0,0,0,0,0,0,-0.5294667868998693,1,0,-1.1906662147826839,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.21419756778294569,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.676643177532571,0,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.47317562412939157,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-1.1041125159045764,0,0.864754568326442,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.676643177532571,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.7963107204203698,0,-0.9983000780233167,0,0,1,1,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,1.980630621359503,1,0,0.8198088821649557,1,-0.03988394758571491,1,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.676643177532571,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.1993747410466187,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.168982217190701,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.4316775177968988,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.004065726324446694,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.41611699754165693,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.9649056008450697,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.004065726324446694,0,0.38752987900519853,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.2901051156914412,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.3135593657626102,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-1.7106960579343804,0,0.11744410769699258,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,1.1993747410466187,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-1.3158849286347816,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.7963107204203698,1,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.7963107204203698,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-1.3626214776296963,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,0.9871575145610254,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-1.5562263423372342,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.11364451431158346,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,1.676643177532571,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.3522814285422224,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.168982217190701,1,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,1.9573631034183228,1,0,-0.7517154442299981,0,0.8134046561059526,1,0,1,0,0,0,2.0760358247816577,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.7963107204203698,0,-0.9983000780233167,0,0,1,1,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.6933922775413581,0,0.3418942262668141,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.6315062026485858,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,1.9760656138114405,1,0,-0.4548444807872608,0,1.3574412409722385,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-1.2796175776302905,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,1.963588053944559,1,0,-0.8881717145876183,0,0.9732454700063016,1,1,1,0,0,0,-0.49172755594066525,0,0,0,1
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.734165092458188,0,0.7254691962863212,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-1.2596398925720347,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,1,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.8665398726423913,0,-0.9983000780233167,1,0,1,1,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.676643177532571,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,-0.897781413758546,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.1993747410466187,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.168982217190701,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,1.9248743866557618,1,0,-0.7672729805972147,0,1.466798599044497,0,0,1,1,0,0,-0.49172755594066525,0,0,0,1
0,0,0,0,0,1,-0.5294667868998693,1,0,0.7963107204203698,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.004065726324446694,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.6315062026485858,0,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.4359483669186492,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.0161581784023836,1,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,1,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.5125878362461171,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.1993747410466187,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.2298337499599183,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,-1.223155140111112,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.9474577219988449,0,0.6511498307549224,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.676643177532571,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,1,0,0,0,0,-0.5294667868998693,1,0,-0.7107589220603794,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.12277137472779255,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.676643177532571,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.1993747410466187,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.168982217190701,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.4458584386839008,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.14319194630998747,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,-1.1457276421264198,0,0.3946223594950909,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,1.9526722067567617,1,0,-0.07112750748318411,0,0.8442119946971852,0,0,1,0,0,0,-0.49172755594066525,0,0,0,1
0,0,0,1,0,0,-0.5294667868998693,1,0,0.21419756778294569,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.8308765015595225,0,0.59513198611138,0,1,1,0,0,0,2.028835785624927,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.5724430585951806,0,0.8291626473512745,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.336618475786686,0,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.1993747410466187,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.1993747410466187,1,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.5563235321366155,0,1.4059500459388892,0,0,1,0,0,0,2.0511494207123433,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.6315062026485858,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.2199871770385534,0,0.4648071988332003,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.30198758765434797,0,-0.9983000780233167,0,0,1,0,0,0,2.0805989220919163,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-1.402069388257705,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.8669294298303234,1,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.057255323965490684,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.3522814285422224,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.21419756778294569,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,0.7963107204203698,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.25724849626272683,0,-0.9983000780233167,0,1,1,0,0,0,2.0671800899444865,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.1993747410466187,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.4996460029181499,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.7963107204203698,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-1.2491345071785622,0,1.466798599044497,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,1.676643177532571,0,-0.9983000780233167,0,0,1,1,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.3135593657626102,0,0.4281854513650272,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.9923213999193747,0,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.5210367543450009,0,1.0556328334781067,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,0.21419756778294569,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,0.6848850683239945,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.1993747410466187,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.549184148346683,0,1.0305146417451947,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.9415264284440282,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-1.2596398925720347,0,0.4084141603776358,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-1.135313476765738,0,-0.9983000780233167,0,0,1,0,0,0,2.0401152069450967,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.1993747410466187,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.21419756778294569,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.7963107204203698,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.08550932995566615,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.057255323965490684,0,-0.9983000780233167,1,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.014854026482060977,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.10360119352215173,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.08649148295040306,0,-0.9983000780233167,1,0,1,1,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.794311531372672,1,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,1.7104903567726784,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.21419756778294569,0,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,1,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,-0.5022949875285648,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,0.4948655989160975,0,0.8260697497535819,1,0,1,0,0,0,1.9945368611020966,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,-0.9002097266248626,0,0.13855543791247485,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.6315062026485858,0,-0.9983000780233167,0,0,1,0,1,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.9590966789127032,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,0.21419756778294569,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.47317562412939157,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,1.1365632722203032,0,-0.9983000780233167,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.7668091800441523,1,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-0.48345812014536466,0,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,0.21419756778294569,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,1.676643177532571,0,-0.9983000780233167,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,1,0,0,-0.5294667868998693,1,0,1.7104903567726784,0,-0.9983000780233167,0,1,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,0,-0.5294667868998693,1,0,-1.1709146393795344,0,0.702125240434908,1,0,1,0,0,0,-0.49172755594066525,0,0,0,0
0,0,0,0,0,1,-0.5294667868998693,1,0,-0.7107589220603794,0,0.9699194748198223,0,0,1,0,0,0,-0.49172755594066525,0,0,0,0
