Administrative_yj_stdev_zscore,Month_Nov,VisitorType_New_Visitor,TrafficType_2,Month_May,TrafficType_3,add_exit_bounce_rates_yj_stdev_zscore,TrafficType_13,PageValues_yj_stdev_zscore,OperatingSystems_3,TrafficType_1,Month_Mar,TrafficType_8,SpecialDay_0.8,Month_Feb,Month_Dec,SpecialDay_0.4,TrafficType_20,Month_Oct,Region_1,Browser_12,OperatingSystems_7,TrafficType_16,Revenue
-0.9901280758375027,0,0,0,0,1,1.646486887493527,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.33034757784098545,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.09173731731017826,0,0,0,0,0,1.14570010842479,0,1.9824366302044614,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.2170682418858216,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.7012835657688083,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.4358164802245492,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,1.4258274583999218,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.1404698117051088,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.0705445937217415,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.9581892374082321,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.5669148050225048,0,0,0,0,0,-0.30753698951076913,0,-0.5294091681775732,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.2170682418858216,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.5406202587732676,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.09173731731017826,0,0,0,0,0,-1.4686691716481801,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,0.7012835657688083,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-1.2195150288817307,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.33034757784098545,0,-0.5294091681775732,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.33034757784098545,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-1.102504628652205,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,1,0,0,0.8424065051871598,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.861143674583064,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-1.3722242427993236,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,1,0,0,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.02461378234855695,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,1,0,0,1.2170682418858216,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.85483714888321,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.85483714888321,0,-0.5294091681775732,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0401862885189583,0,0,0,0,0,-0.8467145436300623,0,1.9582541363634296,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.33034757784098545,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.5669148050225048,0,0,0,0,0,0.5274139218765806,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.7643311412425543,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.75378007504809,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.65130148266053,0,0,1,0,0,-0.30421234175180706,0,1.9776637492115885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-1.1961761664071935,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8486645704181046,0,0,0,0,0,-0.938898994048628,0,1.964696468494163,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1.0401862885189583,0,0,0,0,1,-0.7435223339209693,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,2.079147930752436,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-1.1832857665353433,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.897324943746467,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.2170682418858216,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,-0.9453395759133087,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.7012835657688083,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.4358164802245492,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1.5649487542347897,0,0,1,0,0,-0.6744757023717435,0,1.9247957878938642,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.9901280758375027,0,0,0,0,1,0.33034757784098545,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.30753698951076913,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.7643311412425543,0,-0.5294091681775732,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.6277854814074049,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.85483714888321,0,-0.5294091681775732,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,2.079147930752436,0,-0.5294091681775732,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,1.6020166817590213,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.7012835657688083,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.38920383524720004,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,-1.1596806966167479,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5669148050225048,0,0,0,0,1,-0.9785287693399322,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.9901280758375027,0,0,1,0,0,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.2170682418858216,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,1,0,0,0,-0.8187726173424409,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.27086989834015257,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.2170682418858216,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.3950452076228061,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.4358164802245492,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,1.4171808791011251,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.06753882130168182,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8486645704181046,0,0,1,0,0,-1.1093089733812036,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1.0401862885189583,0,0,0,0,0,-0.36367507173837416,0,1.9534079005740246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.9901280758375027,0,0,1,0,0,-0.14714961947202573,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.5669148050225048,0,0,0,0,1,-0.9003601790961963,0,-0.5294091681775732,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0.8486645704181046,0,0,0,0,0,-0.4467005180348535,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,2.0299919790908203,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.4123264165223601,0,-0.5294091681775732,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.3950452076228061,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.3950452076228061,0,-0.5294091681775732,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1.2903760100254846,0,0,0,0,1,-0.6772163549498494,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.7643311412425543,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0.5669148050225048,0,0,0,0,0,-0.19087739590431846,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.2892544040567793,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-1.2746602388434454,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.9246384865265788,0,-0.5294091681775732,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.2119131544398888,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.85483714888321,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.340377585278091,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.14714961947202573,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,0.33034757784098545,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.11360624366836894,0,-0.5294091681775732,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.7012835657688083,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,1.631566781986146,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.08012798521373003,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.33034757784098545,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1.0401862885189583,0,0,0,0,1,-1.1764974110184947,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,2.0299919790908203,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,1,0,0,1.2170682418858216,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.5669148050225048,0,0,0,0,0,-0.5406202587732676,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-1.008354036069721,0,-0.5294091681775732,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.2903760100254846,0,0,0,0,1,-0.6875958260690446,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,-0.14714961947202573,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,0.3763072225036955,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.7012835657688083,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,1.861143674583064,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1.0401862885189583,0,0,0,0,1,-0.7072442501442896,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.9745751721558723,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8486645704181046,0,0,0,0,1,-1.1832857665353433,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-1.102504628652205,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.5354054144988263,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.14714961947202573,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.33034757784098545,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.01613794941443034,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.35336532074374555,0,-0.5294091681775732,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.07275159678645636,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,1.9716078421608192,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.3877279916917039,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.3750691424700441,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.9895193863327023,0,-0.5294091681775732,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,2.079147930752436,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.14714961947202573,0,-0.5294091681775732,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,-0.343992190927674,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5669148050225048,0,0,0,0,0,0.7818293629964217,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.09173731731017826,0,0,1,0,0,-0.3388532675295233,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.7643311412425543,0,-0.5294091681775732,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.6162442473135125,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,1,0,0,-0.14714961947202573,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.05854326370962459,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.9767404911874842,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.9671214607043442,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.8569795969433468,0,-0.5294091681775732,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0.09173731731017826,0,0,0,0,0,-0.6612585958390206,0,-0.5294091681775732,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,0.18446493921925344,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,1.7346958550905476,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,1,0,0,2.079147930752436,0,-0.5294091681775732,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1.1811225571426318,0,0,0,0,0,-1.1257366430716909,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8486645704181046,0,0,0,0,1,-0.8187726173424409,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,-0.8663146926964812,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.09173731731017826,0,0,0,0,0,0.5143304740927667,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,0.7012835461770439,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,1,0,0,-0.9785287693399322,0,-0.5294091681775732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,2.079147930752436,0,-0.5294091681775732,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,-0.14714961947202573,0,-0.5294091681775732,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,-0.7951051923074522,0,-0.5294091681775732,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,0,0.009869214826336552,0,1.8857935237599779,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5669148050225048,0,0,1,0,0,-1.2356338313718833,0,-0.5294091681775732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.5649487542347897,0,0,1,0,0,-0.8151042575998131,0,-0.5294091681775732,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.5122470077870964,0,0,1,0,0,-0.5996519564029927,0,1.3950309714209939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.8486645704181046,0,0,0,0,0,-0.4778776120280321,0,1.9806214224962662,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.9901280758375027,0,0,0,0,1,2.079147930752436,0,-0.5294091681775732,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
